index,t,objective,peak
834,4.165,0.456746033748562,0.135739613632925
835,4.17,0.453117111822652,0.137176994577381
836,4.175,0.449841751389202,0.138630010018078
837,4.18,0.446649190242023,0.140099004771625
838,4.185,0.443501651945477,0.141583945415019
839,4.19,0.440346589079808,0.143085115279434
840,4.195,0.437229315509914,0.144602533814707
841,4.2,0.43373219864815,0.1461365446708
842,4.205,0.430037584600365,0.147687372056897
843,4.21,0.427036496287248,0.149254902917324
844,4.215,0.423303256022377,0.150839458231512
845,4.22,0.420166582502316,0.152441209597106
846,4.225,0.416779769876125,0.154060196591361
847,4.23,0.413821514638329,0.155696634042957
848,4.235,0.410613973849438,0.15735065534181
849,4.24,0.407845139313728,0.159022386034766
850,4.245,0.404694563076307,0.160712060903873
851,4.25,0.402134101860936,0.162419681101525
852,4.255,0.398938787603808,0.164145600000639
853,4.26,0.396367348528579,0.165889941700052
854,4.265,0.393281012895983,0.167652762229041
855,4.27,0.390504772277178,0.169434423422361
856,4.275,0.387285954655802,0.171234998681603
857,4.28,0.38408894785874,0.173054757970504
858,4.285,0.380298897038938,0.174893888523766
859,4.29,0.376379632123053,0.176752590442601
860,4.295,0.396245181804534,0.167636761956589
861,4.3,0.394332531210737,0.168558797984336
862,4.305,0.402564716955161,0.164904634026544
863,4.31,0.40810671003383,0.162902879277967
864,4.315,0.403807154794293,0.164709647809083
865,4.32,0.400056304324635,0.166536321550032
866,4.325,0.395537797160874,0.168383133113877
867,4.33,0.391635333948917,0.170250244169994
868,4.335,0.410816748736563,0.162195226191805
869,4.34,0.40854477951384,0.163798397859277
870,4.345,0.404852245974754,0.165418536306635
871,4.35,0.402133464548696,0.167056000839322
872,4.355,0.398531133547189,0.168710890206297
873,4.36,0.396831028506948,0.170383142009392
874,4.365,0.393742800082635,0.17207287149254
875,4.37,0.392039650903658,0.173780350446164
876,4.375,0.388647559146806,0.175505630655335
877,4.38,0.386665222551864,0.177248915079512
878,4.385,0.382952600900209,0.179010415196944
879,4.39,0.379902427229581,0.180790075421842
880,4.395,0.376094551361391,0.182588194576436
881,4.4,0.374389616245563,0.184405211721722
882,4.405,0.371495826836657,0.18624138764471
883,4.41,0.369892417516813,0.18809660106418
884,4.415,0.367127808487884,0.18997130647751
885,4.42,0.365435506119833,0.191865295756956
886,4.425,0.362826521489581,0.19377903597358
887,4.43,0.361229975105466,0.195712816720828
888,4.435,0.35867293330421,0.197666617396157
889,4.44,0.357016809994905,0.199640767532326
890,4.445,0.354293186798913,0.201634991014637
891,4.45,0.352473331693692,0.203649643454543
892,4.455,0.349932611212837,0.205685041634959
893,4.46,0.348364158340372,0.207741451890735
894,4.465,0.345821641597778,0.209818887252972
895,4.47,0.344129577754251,0.211917555854553
896,4.475,0.341242981482748,0.214037443377654
897,4.48,0.339696117718117,0.216178983640771
898,4.485,0.336671839618249,0.218342215499287
899,4.49,0.334669858990263,0.220527211038041
900,4.495,0.331435987916736,0.22273419590681
901,4.5,0.329634181131852,0.224963431372152
902,4.505,0.326727871277284,0.227215132886004
903,4.51,0.325096851648547,0.229489460184991
904,4.515,0.322282240742277,0.231786515240131
905,4.52,0.321242161207883,0.234106774067177
906,4.525,0.318717568206914,0.236450399223985
907,4.53,0.317456130194639,0.238817224278598
908,4.535,0.314520436382629,0.241207425107061
909,4.54,0.312927947123738,0.243621129735062
910,4.545,0.31039519557654,0.246058816775016
911,4.55,0.308962900068053,0.248520576870951
912,4.555,0.306138241264533,0.251006385632358
913,4.56,0.304543587948325,0.253516494501352
914,4.565,0.301404849499024,0.256051064672309
915,4.57,0.298979302350594,0.258609976098738
916,4.575,0.296002416803464,0.261193749991308
917,4.58,0.293638907250179,0.263802380653959
918,4.585,0.291098579539633,0.266436288508767
919,4.59,0.288322148145789,0.269095283242527
920,4.595,0.285553577742901,0.271779634171271
921,4.6,0.282768784320931,0.27448952315529
922,4.605,0.279691278307433,0.277225083128291
923,4.61,0.275659109195088,0.279986175835797
924,4.615,0.279760139871276,0.274571151605167
925,4.62,0.2759073990775,0.277323281631128
926,4.625,0.272636690540828,0.280101623578837
927,4.63,0.283028269052247,0.267985876471892
928,4.635,0.280029520547483,0.27071620383981
929,4.64,0.275889238798002,0.273472873229933
930,4.645,0.290929082416035,0.258653600010648
931,4.65,0.28730740160766,0.261351074479671
932,4.655,0.392705464137879,0.190629711771862
933,4.66,0.390655891134998,0.192675203923287
934,4.665,0.38764596905359,0.194743246022507
935,4.67,0.386413596995525,0.196833970536178
936,4.675,0.383547883026446,0.19894750826991
937,4.68,0.38222075689619,0.201084299226678
938,4.685,0.379544945162311,0.203244117453138
939,4.69,0.378296343718522,0.205427369388752
940,4.695,0.375662837974968,0.207634085546624
941,4.7,0.374468314291615,0.20986466974085
942,4.705,0.371814656941664,0.212119330089141
943,4.71,0.370440869302587,0.214398460794795
944,4.715,0.367685254541937,0.216702127348858
945,4.72,0.366105704336098,0.219030676492675
946,4.725,0.363446579939971,0.221384181788551
947,4.73,0.362106212662541,0.223762835825964
948,4.735,0.359773940707216,0.226166684893327
949,4.74,0.358569570296602,0.22859593882641
950,4.745,0.356199371036232,0.231051105846627
951,4.75,0.354900150559265,0.233532427082324
952,4.755,0.352626727547808,0.236039916453904
953,4.76,0.351356909315522,0.238573852342053
954,4.765,0.348952399615846,0.241134596800673
955,4.77,0.347591017180723,0.243722305078754
956,4.775,0.345139966993682,0.246337258230562
957,4.78,0.344064626447444,0.248979385813246
958,4.785,0.341676311801621,0.251649146437241
959,4.79,0.340698367562593,0.254346578286687
960,4.795,0.338172232820427,0.257072150504051
961,4.8,0.337034987215607,0.259826082484338
962,4.805,0.33446048471841,0.262608468660809
963,4.81,0.332668684230518,0.265419782036958
964,4.815,0.32899866627599,0.268260541028705
965,4.82,0.327769447421556,0.271130355601055
966,4.825,0.32448579312209,0.274029638793165
967,4.83,0.323600294829881,0.276958492715957
968,4.835,0.320478443847437,0.279917284986771
969,4.84,0.320138109537441,0.282905936176148
970,4.845,0.317426659873051,0.285924630543835
971,4.85,0.317130753559622,0.288973774890181
972,4.855,0.314320289425994,0.292053703841133
973,4.86,0.314028800189956,0.295164528306766
974,4.865,0.311237005110001,0.298306419251744
975,4.87,0.310622061114598,0.301479821973345
976,4.875,0.307399341142937,0.304685083404812
977,4.88,0.30688026532853,0.307922064932282
978,4.885,0.303424543181295,0.311191235094766
979,4.89,0.302765575843876,0.31449286185773
980,4.895,0.300068939750501,0.317826513844572
981,4.9,0.299381992720375,0.32119297818693
982,4.905,0.296454744190077,0.324592391343659
983,4.91,0.29526877883222,0.328025156656695
984,4.915,0.29214097247044,0.331491467087119
985,4.92,0.291686407598925,0.334990981374738
986,4.925,0.288811897396332,0.33852419697209
987,4.93,0.288013522830305,0.342091404950464
988,4.935,0.284137347127835,0.345693378146882
989,4.94,0.283797147180824,0.349329597940025
990,4.945,0.280718462788773,0.35300006150603
991,4.95,0.280491160959747,0.356705386263618
992,4.955,0.277700352869252,0.360445426329981
993,4.96,0.277340305798239,0.364220704809475
994,4.965,0.274252084892801,0.368031511443103
995,4.97,0.273887904377681,0.371877910899105
996,4.975,0.271109683527726,0.375759834842216
997,4.98,0.270582622376994,0.37967777549978
998,4.985,0.267547652398689,0.383632107809979
999,4.99,0.267620555901113,0.387622305175315
1000,4.995,0.264930270396097,0.391648860934874
1001,5,0.265181575661317,0.395711607814942
1002,5.005,0.261923262103921,0.399811716725945
1003,5.01,0.26207171608375,0.403948754816821
1004,5.015,0.258701019892486,0.4081230139458
1005,5.02,0.258633151092755,0.412334834895221
1006,5.025,0.255586350330948,0.416583919500992
1007,5.03,0.255614771536386,0.420870728319645
1008,5.035,0.252608320449451,0.425195116471742
1009,5.04,0.251842589447028,0.42955820022999
1010,5.045,0.248775333562551,0.433959228974204
1011,5.05,0.246718004541985,0.438399417010655
1012,5.055,0.242513415270337,0.442878636917238
1013,5.06,0.239593991546794,0.447397282618088
1014,5.065,0.236058361231194,0.451954744314497
1015,5.07,0.23316168496264,0.456551739307488
1016,5.075,0.229852674051638,0.461187977525725
1017,5.08,0.226272151243225,0.465864495058816
1018,5.085,0.22405604134911,0.470580114530513
1019,5.09,0.219623213595781,0.475336347710268
1020,5.095,0.21705595897535,0.480132882939499
1021,5.1,0.212501318152904,0.484969808870951
1022,5.105,0.21443075554656,0.477889314619533
1023,5.11,0.210556040514279,0.482804528024709
1024,5.115,0.207951082966782,0.487761494031014
1025,5.12,0.203650166343202,0.492760926557343
1026,5.125,0.200458997843081,0.497803047078034
1027,5.13,0.196475854433083,0.502887738357985
1028,5.135,0.194674764613161,0.508014711494585
1029,5.14,0.192284995689533,0.513183487502393
1030,5.145,0.190272588903187,0.518395486531783
1031,5.15,0.188243466027196,0.523650185431418
1032,5.155,0.186832257693261,0.528947448872365
1033,5.16,0.184475579554184,0.534287980099685
1034,5.165,0.181949230254449,0.539672384245657
1035,5.17,0.178828619121805,0.545100733979257
1036,5.175,0.176601940037595,0.550572472608849
1037,5.18,0.172937836641647,0.556088152152699
1038,5.185,0.202765831977199,0.468484885230439
1039,5.19,0.306243463389749,0.308812927216113
1040,5.195,0.303494843155096,0.312589795692774
1041,5.2,0.300256385517539,0.316409146217711
1042,5.205,0.298327824385967,0.320271414544828
1043,5.21,0.296632221110446,0.324176078584021
1044,5.215,0.294786741629202,0.328124400993796
1045,5.22,0.293172790468819,0.332116474431997
1046,5.225,0.291642495271999,0.336152222144538
1047,5.23,0.28944516044339,0.340232717445743
1048,5.235,0.287459456921592,0.344358229255079
1049,5.24,0.286216680553995,0.348528102799028
1050,5.245,0.284793279481387,0.352742804476917
1051,5.25,0.283567882331011,0.357002969464432
1052,5.255,0.282065983479592,0.361308865528863
1053,5.26,0.280742209003746,0.365660748693464
1054,5.265,0.278991863817489,0.370059118439064
1055,5.27,0.277495536828716,0.374503916874511
1056,5.275,0.27432080470311,0.378996254115335
1057,5.28,0.270821361575326,0.38353668557339
1058,5.285,0.267169673399208,0.38812490497658
1059,5.29,0.263891444948412,0.392760969250948
1060,5.295,0.259607822259496,0.397445605898015
1061,5.3,0.258846160538054,0.397741937583309
1062,5.305,0.263565277112195,0.388793731400207
1063,5.31,0.260731588094279,0.392403639438537
1064,5.315,0.301459556120323,0.338169342493701
1065,5.32,0.298732221411473,0.34249212874225
1066,5.325,0.294690439839484,0.346864270146077
1067,5.33,0.292413138692361,0.351286103440781
1068,5.335,0.28833343152636,0.355758086110414
1069,5.34,0.28544718315217,0.360280747986556
1070,5.345,0.320549084774094,0.32000387225664
1071,5.35,0.319458288122961,0.324401430219862
1072,5.355,0.315886214768764,0.328854544901395
1073,5.36,0.315691161065909,0.333363703579089
1074,5.365,0.312874980370739,0.3379287097345
1075,5.37,0.312527442595708,0.342551243524313
1076,5.375,0.30959606182272,0.347231364973013
1077,5.38,0.309385403754816,0.351969421264949
1078,5.385,0.306992136222105,0.356764793741948
1079,5.39,0.30693159749513,0.361618735173948
1080,5.395,0.304575296602081,0.366531472418336
1081,5.4,0.304394374505226,0.371503656141114
1082,5.405,0.301728015904037,0.376536198478005
1083,5.41,0.301315055220194,0.381628395662161
1084,5.415,0.297059426245153,0.386782742324027
1085,5.42,0.296866244936189,0.391997875366104
1086,5.425,0.293502684636313,0.397273904270284
1087,5.43,0.293969196787665,0.402611020421134
1088,5.435,0.290720431721899,0.408009845758993
1089,5.44,0.290425509135382,0.413471380103172
1090,5.445,0.285633564767488,0.41899647800853
1091,5.45,0.28398829316529,0.42458524666111
1092,5.455,0.278655364929835,0.430237863882957
1093,5.46,0.278031163443967,0.435953961354945
1094,5.465,0.274496600097359,0.441733046277079
1095,5.47,0.274740247573011,0.44757607180632
1096,5.475,0.272251553015222,0.453481779310304
1097,5.48,0.272336172804953,0.459452637310836
1098,5.485,0.269993563900531,0.465487719955557
1099,5.49,0.270252041499964,0.471587457482918
1100,5.495,0.268168055867265,0.477751327212668
1101,5.5,0.268226056550061,0.483980795731536
1102,5.505,0.26599698325989,0.49027529768377
1103,5.51,0.265537667672617,0.496636043607661
1104,5.515,0.263676736344974,0.503061909193296
1105,5.52,0.263929534001439,0.509551926196379
1106,5.525,0.262172702414371,0.516107363436562
1107,5.53,0.262200139182691,0.522729022074209
1108,5.535,0.260540610993395,0.529416080927659
1109,5.54,0.260766241855459,0.536168326576898
1110,5.545,0.259249689072225,0.542985771623673
1111,5.55,0.259487504372578,0.549868485883572
1112,5.555,0.257722456762512,0.556817459611922
1113,5.56,0.257575985937489,0.563832741006988
1114,5.565,0.255745794719981,0.570913863281142
1115,5.57,0.255986760018432,0.578059948857128
1116,5.575,0.254568266369128,0.585270337310006
1117,5.58,0.254911944514179,0.592545652016496
1118,5.585,0.253315499638394,0.599886118986128
1119,5.59,0.252846162670187,0.607293447734255
1120,5.595,0.250608102553941,0.614766572410093
1121,5.6,0.249513453821874,0.622305378914977
1122,5.605,0.246353642858567,0.629910204845249
1123,5.61,0.244474863209696,0.637580914097972
1124,5.615,0.240990226480212,0.645316946634709
1125,5.62,0.238279092015718,0.653118723175709
1126,5.625,0.233916788769176,0.660986518879036
1127,5.63,0.231771066322556,0.668918869617863
1128,5.635,0.227824758958034,0.676916211710233
1129,5.64,0.226280532121728,0.684977566405584
1130,5.645,0.221355051342412,0.693104319747142
1131,5.65,0.218312282720058,0.701296741668766
1132,5.655,0.213060800722777,0.709553817010623
1133,5.66,0.231194672730046,0.65299751499939
1134,5.665,0.226725463029359,0.660901471863897
1135,5.67,0.223401571816036,0.66887150464228
