t,x,L_x,f_x,L_y,f_y
2.02,1.21511061466321,-0.486044245865284,1.33662167612953,-0.278488938533679,0
2.025,1.20729911883587,-0.482919647534346,1.32802903071945,-0.279270088116413,0
2.03,1.20903419987331,-0.483613679949322,1.32993761986064,-0.279096580012669,0
2.035,1.19738168635568,-0.478952674542273,1.31711985499125,-0.280261831364432,0
2.04,1.22161359848722,-0.488645439394887,1.34377495833594,-0.277838640151278,0
2.045,1.21357930304766,-0.485431721219062,1.33493723335242,-0.278642069695235,0
2.05,1.19482976932495,-0.477931907729979,1.31431274625744,-0.280517023067505,0
2.055,1.19277352236063,-0.477109408944251,1.31205087459669,-0.280722647763937,0
2.06,1.21216857971186,-0.484867431884743,1.33338543768304,-0.278783142028814,0
2.065,1.21417951965502,-0.485671807862006,1.33559747162052,-0.278582048034498,0
2.07,1.19106231259881,-0.476424925039522,1.31016854385869,-0.280893768740119,0
2.075,1.14707790897542,-0.458831163590169,1.26178569987296,-0.285292209102458,0
2.08,1.12084410744844,-0.448337642979378,1.23292851819329,-0.287915589255156,0
2.085,1.09093124222724,-0.436372496890898,1.20002436644997,-0.290906875777276,0
2.09,1.09409048812729,-0.437636195250915,1.20349953694002,-0.290590951187271,0
2.095,1.10731012390298,-0.442924049561191,1.21804113629328,-0.289268987609702,0
2.1,1.12719144602383,-0.450876578409533,1.23991059062622,-0.287280855397617,0
2.105,1.10238097400865,-0.44095238960346,1.21261907140951,-0.289761902599135,0
2.11,1.09808243224157,-0.439232972896629,1.20789067546573,-0.290191756775843,0
2.115,1.0747526648668,-0.429901065946718,1.18222793135348,-0.29252473351332,0
2.12,1.07010370216462,-0.428041480865848,1.17711407238108,-0.292989629783538,0
2.125,1.06478364755264,-0.425913459021055,1.1712620123079,-0.293521635244736,0
2.13,1.06849118721139,-0.427396474884557,1.17534030593253,-0.293150881278861,0
2.135,1.05009191331191,-0.420036765324766,1.15510110464311,-0.294990808668809,0
2.14,1.08717511113176,-0.434870044452704,1.19589262224494,-0.291282488886824,0
2.145,1.0614237083022,-0.42456948332088,1.16756607913242,-0.29385762916978,0
2.15,1.05163770418986,-0.420655081675944,1.15680147460885,-0.294836229581014,0
