"index","n_re","peak_aci","peak_matlab","obj_aci","obj_msimps","obj_matlab","d_obj_native","d_obj_msimps","quad_diff","settled_frac","monotone"
385,917,0.0256432097739702,0.0256432097739701,0.114534214777949,0.114534214777949,0.11453421477795,1.20736753927986e-15,1.20736753927986e-15,0,0.998909487459106,FALSE
386,916,0.0259660106227409,0.0259660106227408,0.115431771901305,0.115431767330919,0.115431767330919,4.57038580592428e-09,4.9960036108132e-16,4.57038630552464e-09,0.998908296943231,FALSE
387,915,0.0262927339734762,0.0262927339734762,0.114111502857356,0.114111502857356,0.114111502857357,9.57567358739198e-16,9.99200722162641e-16,4.16333634234434e-17,0.998907103825137,FALSE
388,914,0.0266234233346712,0.0266234233346712,0.11496929940158,0.114969294830452,0.114969294830452,4.57112760143819e-09,2.35922392732846e-16,4.57112736551579e-09,0.99890590809628,FALSE
389,913,0.0269581226155433,0.0269581226155429,0.113449997484699,0.113449997484699,0.1134499974847,1.36002320516582e-15,1.36002320516582e-15,0,0.998904709748083,FALSE
390,912,0.0272968761283115,0.0272968761283114,0.114395481020098,0.114395476448212,0.114395476448212,4.57188625846427e-09,4.9960036108132e-16,4.57188675806464e-09,0.99890350877193,FALSE
391,911,0.0276397285904647,0.0276397285904647,0.113279414568126,0.113279414568126,0.113279414568126,2.35922392732846e-16,2.08166817117217e-16,2.77555756156289e-17,0.998902305159166,FALSE
392,910,0.0279867251270185,0.027986725127019,0.114108691509354,0.114108686936689,0.114108686936688,4.57266589870553e-09,9.99200722162641e-16,4.57266489950481e-09,0.998901098901099,FALSE
393,909,0.0283379112727608,0.0283379112727609,0.112673515218698,0.112673515218698,0.112673515218698,1.66533453693773e-16,1.80411241501588e-16,1.38777878078145e-17,0.998899889988999,FALSE
394,908,0.0286933329744835,0.0286933329744834,0.113419505011447,0.113419500437985,0.113419500437985,4.5734624837257e-09,3.19189119579733e-16,4.57346216453658e-09,0.998898678414097,FALSE
395,907,0.0290530365932029,0.0290530365932023,0.112044108925733,0.112044108925733,0.112044108925734,1.45716771982052e-15,1.4432899320127e-15,1.38777878078145e-17,0.998897464167585,FALSE
396,906,0.0294170689063658,0.029417068906365,0.112493402389829,0.112493397815549,0.112493397815551,4.57427752620365e-09,1.59594559789866e-15,4.57427912214925e-09,0.998896247240618,FALSE
397,905,0.0297854771100414,0.0297854771100415,0.111113120092364,0.111113120092364,0.111113120092365,6.66133814775094e-16,6.66133814775094e-16,0,0.998895027624309,FALSE
398,904,0.0301583088210992,0.0301583088210992,0.111638800088661,0.111638795513545,0.111638795513545,4.57511598050964e-09,9.71445146547012e-17,4.57511607765415e-09,0.998893805309734,FALSE
